CpG,Module,Strategy
cg10077239,154,median
cg16117273,154,median
cg02973171,155,median
cg19320476,155,median
cg05807885,156,median
cg15962547,156,median
cg10812186,157,median
cg24055029,157,median
cg02694017,158,median
cg25235766,158,median
cg04543008,159,median
cg11334771,159,median
cg06368093,160,median
cg12259537,160,median
cg04672706,161,median
cg15186181,161,median
cg06272038,162,median
cg10526374,162,median
cg09492887,163,median
cg25288897,163,median
cg09310092,164,median
cg18450254,164,median
cg15809217,165,median
cg16171137,165,median
cg01020263,166,median
cg01243823,166,median
cg07883823,167,median
cg22117918,167,median
cg08015382,168,median
cg16201146,168,median
cg08655662,169,median
cg20263901,169,median
cg17380661,170,median
cg27252696,170,median
cg01873886,171,median
cg08046044,171,median
cg08455099,172,median
cg24871414,172,median
cg03754403,173,median
cg16615154,173,median
cg04905434,174,median
cg21638161,174,median
cg04138185,175,median
cg14096889,175,median
cg01097384,176,median
cg19389884,176,median
cg03438552,177,median
cg08998192,177,median
cg12948621,178,median
cg14166009,178,median
cg00481644,179,median
cg20738500,179,median
cg02030542,180,median
cg06911110,180,median
cg02281167,181,median
cg03771840,181,median
cg04842146,182,median
cg23649708,182,median
cg06247837,183,median
cg10986043,183,median
cg02365514,184,median
cg27499860,184,median
cg05295557,185,median
cg07115542,185,median
cg03484180,186,median
cg13072940,186,median
cg02767613,187,median
cg05347845,187,median
cg15051960,188,median
cg24942186,188,median
cg18074297,189,median
cg19200589,189,median
cg14573411,190,median
cg15922174,190,median
cg13816999,191,median
cg25246431,191,median
cg07739179,192,median
cg10172783,192,median
cg00394316,193,median
cg11983867,193,median
cg24637364,194,median
cg26963271,194,median
cg07502389,195,median
cg18267374,195,median
cg02286091,196,median
cg10660256,196,median
cg05039475,197,median
cg10796805,197,median
cg07850154,198,median
cg17621438,198,median
cg03757784,199,median
cg19064258,199,median
cg06900164,200,median
cg13218710,200,median
cg10523019,201,median
cg19451698,201,median
cg01321673,202,median
cg04485799,202,median
cg01256539,203,median
cg06526721,203,median
cg27152890,204,median
cg27553457,204,median
cg08277369,205,median
cg09259081,205,median
cg07702750,206,median
cg19929126,206,median
cg09574757,207,median
cg21517904,207,median
cg00667751,208,median
cg27304020,208,median
cg05542681,209,median
cg10791317,209,median
cg18324707,210,median
cg22428147,210,median
cg06178563,211,median
cg22265644,211,median
cg10640944,212,median
cg24531022,212,median
cg09014329,213,median
cg19935040,213,median
cg11624524,214,median
cg24667575,214,median
cg00032205,215,median
cg15747595,215,median
cg00660608,216,median
cg03084724,216,median
cg12699286,217,median
cg24500832,217,median
cg01564268,218,median
cg15825321,218,median
cg09663111,219,median
cg19155932,219,median
cg07027613,220,median
cg21990700,220,median
cg13944685,221,median
cg16385335,221,median
cg13557668,222,median
cg26664161,222,median
cg13895343,223,median
cg14854355,223,median
cg10917602,224,median
cg20010135,224,median
cg16009734,225,median
cg21683284,225,median
cg21200656,226,median
cg27147819,226,median
cg22167515,227,median
cg24139093,227,median
cg09278980,228,median
cg27639942,228,median
cg02964724,229,median
cg27252164,229,median
cg06933824,230,median
cg07485775,230,median
cg14442492,231,median
cg19419291,231,median
cg02626129,232,median
cg19863655,232,median
cg02286081,233,median
cg14356799,233,median
cg21800232,234,median
cg25316339,234,median
cg03039990,235,median
cg18186343,235,median
cg04739647,236,median
cg05167251,236,median
cg01429449,237,median
cg04452311,237,median
cg15471953,238,median
cg21925310,238,median
cg12441967,239,median
cg22059073,239,median
cg18511007,240,median
cg26942275,240,median
cg04317962,241,median
cg09422450,241,median
cg17190891,242,median
cg24707573,242,median
cg01337391,243,median
cg05544500,243,median
cg02401454,244,median
cg07703401,244,median
cg14016177,245,singleton
cg12181133,246,singleton
cg14058848,247,singleton
cg14295611,248,singleton
cg12250872,249,singleton
cg07100508,250,singleton
cg00272971,251,singleton
cg00168942,252,singleton
cg14314674,253,singleton
cg14438325,254,singleton
cg13861180,255,singleton
cg13852561,256,singleton
cg00036732,257,singleton
cg13850871,258,singleton
cg12626956,259,singleton
cg14257429,260,singleton
cg07714757,261,singleton
cg14669274,262,singleton
cg11308840,263,singleton
cg14254767,264,singleton
cg02402091,265,singleton
cg01185921,266,singleton
cg01072942,267,singleton
cg11453712,268,singleton
cg08040428,269,singleton
cg11746851,270,singleton
cg00982799,271,singleton
cg00701692,272,singleton
cg00533891,273,singleton
cg14131273,274,singleton
cg14506657,275,singleton
cg11873854,276,singleton
cg12179661,277,singleton
cg13630871,278,singleton
cg14522767,279,singleton
cg14551562,280,singleton
cg13767625,281,singleton
cg15829006,282,singleton
cg16386080,283,singleton
cg23379309,284,singleton
cg08032135,285,singleton
cg16898420,286,singleton
cg21161526,287,singleton
cg13807549,288,singleton
cg13636189,289,singleton
cg08125821,290,singleton
cg13732465,291,singleton
cg21120249,292,singleton
cg13657200,293,singleton
cg13728834,294,singleton
cg20300246,295,singleton
cg17009433,296,singleton
cg25766046,297,singleton
cg13835114,298,singleton
cg13501527,299,singleton
cg14442421,300,singleton
cg19724470,301,singleton
cg26581729,302,singleton
cg13593562,303,singleton
cg26447413,304,singleton
cg14507845,305,singleton
cg25822709,306,singleton
cg13428009,307,singleton
cg23804481,308,singleton
cg08458733,309,singleton
cg23553442,310,singleton
cg08334899,311,singleton
cg14514569,312,singleton
cg13619074,313,singleton
cg08231709,314,singleton
cg13823169,315,singleton
cg11750592,316,singleton
cg20912874,317,singleton
cg20988565,318,singleton
cg13021857,319,singleton
cg12883523,320,singleton
cg21073927,321,singleton
cg21130958,322,singleton
cg21186098,323,singleton
cg21239940,324,singleton
cg21255438,325,singleton
cg12751432,326,singleton
cg12402251,327,singleton
cg12196232,328,singleton
cg11981599,329,singleton
cg21293242,330,singleton
cg21333674,331,singleton
cg20800022,332,singleton
cg22048474,333,singleton
cg22129180,334,singleton
cg11603463,335,singleton
cg22225886,336,singleton
cg22799963,337,singleton
cg22848150,338,singleton
cg23027580,339,singleton
cg23698023,340,singleton
cg11397370,341,singleton
cg23758305,342,singleton
cg23845889,343,singleton
cg11202634,344,singleton
cg23954787,345,singleton
cg24056567,346,singleton
cg24931242,347,singleton
cg16036528,348,singleton
cg14747813,349,singleton
cg13564533,350,singleton
cg14837598,351,singleton
cg14930884,352,singleton
cg13398291,353,singleton
cg14983606,354,singleton
cg15237923,355,singleton
cg15246619,356,singleton
cg15270654,357,singleton
cg15377283,358,singleton
cg15447540,359,singleton
cg15640503,360,singleton
cg15710198,361,singleton
cg15947176,362,singleton
cg15981092,363,singleton
cg25079691,364,singleton
cg16371032,365,singleton
cg16435779,366,singleton
cg16441259,367,singleton
cg16713687,368,singleton
cg17095489,369,singleton
cg18026631,370,singleton
cg13252206,371,singleton
cg18035229,372,singleton
cg18335796,373,singleton
cg18715243,374,singleton
cg18826572,375,singleton
cg19891728,376,singleton
cg20188739,377,singleton
cg20303399,378,singleton
cg13072625,379,singleton
cg06836406,380,singleton
cg09709472,381,singleton
cg03473042,382,singleton
cg03474926,383,singleton
cg03698343,384,singleton
cg04043571,385,singleton
cg04649530,386,singleton
cg05061804,387,singleton
cg05361262,388,singleton
cg09626984,389,singleton
cg09626193,390,singleton
cg05385163,391,singleton
cg09557462,392,singleton
cg09524907,393,singleton
cg06231995,394,singleton
cg06617876,395,singleton
cg03262554,396,singleton
cg07158339,397,singleton
cg07173635,398,singleton
cg07211259,399,singleton
cg07276118,400,singleton
cg07949217,401,singleton
cg08086728,402,singleton
cg09121695,403,singleton
cg08470639,404,singleton
cg08918749,405,singleton
cg08869955,406,singleton
cg08790269,407,singleton
cg08715231,408,singleton
cg09642020,409,singleton
cg10005978,410,singleton
cg11299964,411,singleton
cg00959431,412,singleton
cg25833672,413,singleton
cg11060276,414,singleton
cg25986105,415,singleton
cg25998745,416,singleton
cg10603004,417,singleton
cg26035118,418,singleton
cg26122129,419,singleton
cg26268277,420,singleton
cg27106513,421,singleton
cg27313642,422,singleton
cg00193668,423,singleton
cg00464519,424,singleton
cg00563932,425,singleton
cg00695112,426,singleton
cg00876267,427,singleton
cg08483876,428,singleton
cg10406295,429,singleton
cg09938511,430,singleton
cg01205831,431,singleton
cg01594949,432,singleton
cg01765174,433,singleton
cg01812894,434,singleton
cg01838004,435,singleton
cg01924448,436,singleton
cg02034102,437,singleton
cg02258201,438,singleton
cg02268013,439,singleton
cg02342594,440,singleton
cg02654291,441,singleton
cg02740582,442,singleton
cg05923914,443,singleton
cg07101980,444,singleton
cg07080372,445,singleton
cg06816235,446,singleton
cg06293294,447,singleton
cg06263495,448,singleton
cg06131936,449,singleton
cg06029905,450,singleton
cg05957169,451,singleton
cg07142201,452,singleton
cg05892674,453,singleton
cg05586607,454,singleton
cg05457684,455,singleton
cg05444816,456,singleton
cg05360577,457,singleton
cg05208605,458,singleton
cg05045027,459,singleton
cg04999352,460,singleton
cg07979752,461,singleton
cg09318763,462,singleton
cg09134593,463,singleton
cg08770647,464,singleton
cg08686462,465,singleton
cg08533783,466,singleton
cg08343101,467,singleton
cg08292023,468,singleton
cg08138505,469,singleton
cg04697265,470,singleton
cg07716052,471,singleton
cg07698783,472,singleton
cg07600636,473,singleton
cg07462292,474,singleton
cg07345999,475,singleton
cg07329360,476,singleton
cg07178006,477,singleton
cg01314044,478,singleton
cg02316596,479,singleton
cg02159381,480,singleton
cg02097792,481,singleton
cg02088673,482,singleton
cg01875106,483,singleton
cg01739327,484,singleton
cg01511567,485,singleton
cg01438090,486,singleton
cg02318971,487,singleton
cg01286655,488,singleton
cg01282174,489,singleton
cg01236063,490,singleton
cg01192900,491,singleton
cg01124546,492,singleton
cg01102854,493,singleton
cg00757070,494,singleton
cg03638795,495,singleton
cg04695027,496,singleton
cg04666029,497,singleton
cg04321396,498,singleton
cg04172497,499,singleton
cg04104132,500,singleton
cg03923934,501,singleton
cg03854796,502,singleton
cg03845289,503,singleton
cg09342225,504,singleton
cg03572680,505,singleton
cg03103661,506,singleton
cg03029752,507,singleton
cg02994974,508,singleton
cg02925222,509,singleton
cg02780919,510,singleton
cg02677946,511,singleton
cg16509978,512,singleton
cg17592231,513,singleton
cg17479956,514,singleton
cg17381377,515,singleton
cg17277529,516,singleton
cg17092519,517,singleton
cg16983588,518,singleton
cg16933224,519,singleton
cg16770368,520,singleton
cg18393958,521,singleton
cg16509239,522,singleton
cg16407471,523,singleton
cg16402814,524,singleton
cg15970259,525,singleton
cg15829826,526,singleton
cg15763258,527,singleton
cg15538427,528,singleton
cg14934413,529,singleton
cg19589811,530,singleton
cg20782778,531,singleton
cg20346726,532,singleton
cg20216139,533,singleton
cg20084652,534,singleton
cg19926902,535,singleton
cg19809039,536,singleton
cg19674669,537,singleton
cg19668951,538,singleton
cg14480266,539,singleton
cg19020830,540,singleton
cg18950778,541,singleton
cg18879828,542,singleton
cg18877285,543,singleton
cg18801806,544,singleton
cg18722841,545,singleton
cg18698884,546,singleton
cg10000952,547,singleton
cg11260848,548,singleton
cg10891482,549,singleton
cg10890346,550,singleton
cg10713715,551,singleton
cg10290276,552,singleton
cg10076902,553,singleton
cg10068989,554,singleton
cg10001186,555,singleton
cg11263364,556,singleton
cg09785586,557,singleton
cg09706243,558,singleton
cg09673208,559,singleton
cg09661809,560,singleton
cg09633579,561,singleton
cg09585333,562,singleton
cg09419102,563,singleton
cg12711760,564,singleton
cg14144305,565,singleton
cg14039301,566,singleton
cg13806741,567,singleton
cg13625026,568,singleton
cg13452386,569,singleton
cg12782992,570,singleton
cg12776156,571,singleton
cg12758687,572,singleton
cg00609834,573,singleton
cg12298445,574,singleton
cg12189835,575,singleton
cg11930477,576,singleton
cg11772171,577,singleton
cg11741201,578,singleton
cg11735997,579,singleton
cg11718317,580,singleton
cg09558425,581,singleton
cg11438428,582,singleton
cg11310639,583,singleton
cg11228126,584,singleton
cg10765471,585,singleton
cg10684486,586,singleton
cg10648197,587,singleton
cg09890775,588,singleton
cg09758680,589,singleton
cg11612647,590,singleton
cg09038267,591,singleton
cg08949408,592,singleton
cg08529882,593,singleton
cg08461586,594,singleton
cg08361126,595,singleton
cg08293528,596,singleton
cg08231189,597,singleton
cg08218734,598,singleton
cg13905757,599,singleton
cg15298486,600,singleton
cg15081351,601,singleton
cg14990643,602,singleton
cg14826456,603,singleton
cg14737286,604,singleton
cg14731462,605,singleton
cg14720763,606,singleton
cg14209784,607,singleton
cg07906193,608,singleton
cg13848598,609,singleton
cg13605327,610,singleton
cg12483947,611,singleton
cg12261786,612,singleton
cg12098963,613,singleton
cg11793631,614,singleton
cg11770664,615,singleton
cg03471571,616,singleton
cg05324516,617,singleton
cg04846036,618,singleton
cg04621893,619,singleton
cg04609350,620,singleton
cg04154276,621,singleton
cg03755123,622,singleton
cg03740167,623,singleton
cg03546235,624,singleton
cg05329352,625,singleton
cg27501458,626,singleton
cg03427299,627,singleton
cg03211864,628,singleton
cg03013070,629,singleton
cg02851873,630,singleton
cg02728050,631,singleton
cg02632200,632,singleton
cg06908778,633,singleton
cg07779444,634,singleton
cg07637213,635,singleton
cg07621046,636,singleton
cg07525420,637,singleton
cg07236840,638,singleton
cg07191657,639,singleton
cg07140468,640,singleton
cg07042289,641,singleton
cg15353031,642,singleton
cg06370069,643,singleton
cg06291867,644,singleton
cg06188744,645,singleton
cg06073351,646,singleton
cg06027843,647,singleton
cg05825420,648,singleton
cg05575054,649,singleton
cg23679471,650,singleton
cg25637829,651,singleton
cg25427880,652,singleton
cg25153759,653,singleton
cg24892069,654,singleton
cg24711336,655,singleton
cg24446932,656,singleton
cg24350475,657,singleton
cg23786625,658,singleton
cg25756406,659,singleton
cg23656300,660,singleton
cg23635429,661,singleton
cg23341182,662,singleton
cg23149300,663,singleton
cg22998476,664,singleton
cg22962982,665,singleton
cg22800233,666,singleton
cg26883033,667,singleton
cg00524486,668,singleton
cg00358611,669,singleton
cg00350448,670,singleton
cg00202702,671,singleton
cg27438128,672,singleton
cg27408540,673,singleton
cg27290215,674,singleton
cg27010834,675,singleton
cg22796593,676,singleton
cg26879203,677,singleton
cg26763486,678,singleton
cg26610808,679,singleton
cg26483332,680,singleton
cg26339504,681,singleton
cg26296364,682,singleton
cg25802093,683,singleton
cg16570507,684,singleton
cg18240400,685,singleton
cg18237330,686,singleton
cg17713910,687,singleton
cg17328514,688,singleton
cg17303833,689,singleton
cg17011709,690,singleton
cg16976662,691,singleton
cg16954727,692,singleton
cg18346182,693,singleton
cg16358099,694,singleton
cg16228323,695,singleton
cg16066219,696,singleton
cg15903032,697,singleton
cg15762032,698,singleton
cg15583492,699,singleton
cg15428620,700,singleton
cg19358493,701,singleton
cg22655696,702,singleton
cg20430077,703,singleton
cg20382695,704,singleton
cg20130213,705,singleton
cg20012537,706,singleton
cg19876672,707,singleton
cg19873536,708,singleton
cg19499581,709,singleton
cg02461363,710,singleton
cg19335412,711,singleton
cg19048251,712,singleton
cg19014941,713,singleton
cg18964775,714,singleton
cg18809289,715,singleton
cg18786171,716,singleton
cg18738190,717,singleton
cg05380821,718,singleton
cg06495131,719,singleton
cg06470822,720,singleton
cg06462220,721,singleton
cg06126421,722,singleton
cg05977992,723,singleton
cg05758246,724,singleton
cg05571970,725,singleton
cg05463027,726,singleton
cg06545143,727,singleton
cg05316627,728,singleton
cg05215925,729,singleton
cg05139788,730,singleton
cg04772644,731,singleton
cg04692403,732,singleton
cg04611812,733,singleton
cg04581938,734,singleton
cg04424621,735,singleton
cg08263708,736,singleton
cg09046055,737,singleton
cg08995556,738,singleton
cg08983097,739,singleton
cg08784091,740,singleton
cg08649201,741,singleton
cg08541518,742,singleton
cg08510658,743,singleton
cg08409562,744,singleton
cg04334016,745,singleton
cg08248751,746,singleton
cg07811644,747,singleton
cg07747616,748,singleton
cg07570142,749,singleton
cg06793562,750,singleton
cg06762457,751,singleton
cg06685111,752,singleton
cg06649410,753,singleton
cg01850269,754,singleton
cg03131171,755,singleton
cg03037030,756,singleton
cg03016906,757,singleton
cg02844545,758,singleton
cg02447229,759,singleton
cg02386403,760,singleton
cg02008912,761,singleton
cg01889237,762,singleton
cg03149958,763,singleton
cg01820962,764,singleton
cg01815538,765,singleton
cg01804382,766,singleton
cg01749249,767,singleton
cg01617695,768,singleton
cg01610857,769,singleton
cg01526854,770,singleton
cg01506917,771,singleton
cg03815358,772,singleton
cg04282694,773,singleton
cg04247603,774,singleton
cg04139449,775,singleton
cg04052934,776,singleton
cg04021562,777,singleton
cg04002618,778,singleton
cg03883502,779,singleton
cg03830329,780,singleton
cg09130091,781,singleton
cg03735592,782,singleton
cg03731828,783,singleton
cg03715143,784,singleton
cg03361164,785,singleton
cg03350900,786,singleton
cg03320827,787,singleton
cg03301848,788,singleton
cg03169508,789,singleton
cg17605021,790,singleton
cg18505959,791,singleton
cg18501647,792,singleton
cg18366209,793,singleton
cg18183242,794,singleton
cg17991695,795,singleton
cg17784808,796,singleton
cg17781313,797,singleton
cg17626960,798,singleton
cg18528367,799,singleton
cg17593342,800,singleton
cg17470942,801,singleton
cg17199007,802,singleton
cg16655791,803,singleton
cg16604233,804,singleton
cg16569273,805,singleton
cg16042259,806,singleton
cg15931839,807,singleton
cg19509330,808,singleton
cg20431250,809,singleton
cg20359994,810,singleton
cg20336981,811,singleton
cg20232986,812,singleton
cg20052760,813,singleton
cg19951298,814,singleton
cg19815376,815,singleton
cg19620724,816,singleton
cg15855970,817,singleton
cg19489494,818,singleton
cg19204131,819,singleton
cg18928900,820,singleton
cg18882457,821,singleton
cg18651026,822,singleton
cg18635670,823,singleton
cg18569734,824,singleton
cg18568843,825,singleton
cg09829319,826,singleton
cg12394289,827,singleton
cg12315353,828,singleton
cg12279419,829,singleton
cg11784631,830,singleton
cg11611097,831,singleton
cg11529128,832,singleton
cg11052202,833,singleton
cg10805721,834,singleton
cg12838303,835,singleton
cg09817427,836,singleton
cg09715059,837,singleton
cg09701702,838,singleton
cg09676013,839,singleton
cg09644065,840,singleton
cg09524396,841,singleton
cg09516476,842,singleton
cg09283154,843,singleton
cg14082127,844,singleton
cg15414930,845,singleton
cg15324651,846,singleton
cg15219685,847,singleton
cg14986464,848,singleton
cg14732248,849,singleton
cg14717557,850,singleton
cg14605874,851,singleton
cg14338916,852,singleton
cg01459063,853,singleton
cg14015015,854,singleton
cg13959344,855,singleton
cg13826452,856,singleton
cg13784235,857,singleton
cg13365524,858,singleton
cg13347970,859,singleton
cg13338798,860,singleton
cg13039251,861,singleton
cg14314729,862,singleton
cg14223293,863,singleton
cg14081218,864,singleton
cg13982098,865,singleton
cg13900817,866,singleton
cg13576330,867,singleton
cg13408430,868,singleton
cg13379794,869,singleton
cg14319409,870,singleton
cg12991050,871,singleton
cg12928668,872,singleton
cg12619504,873,singleton
cg12440258,874,singleton
cg12238343,875,singleton
cg12065579,876,singleton
cg11965976,877,singleton
cg11700800,878,singleton
cg15037004,879,singleton
cg16276108,880,singleton
cg16182986,881,singleton
cg15936446,882,singleton
cg15637484,883,singleton
cg15557878,884,singleton
cg15528437,885,singleton
cg15499368,886,singleton
cg15105206,887,singleton
cg11468819,888,singleton
cg14981137,889,singleton
cg14958635,890,singleton
cg14874742,891,singleton
cg14859460,892,singleton
cg14819891,893,singleton
cg14636534,894,singleton
cg14566959,895,singleton
cg14519115,896,singleton
cg08392199,897,singleton
cg09553242,898,singleton
cg09510752,899,singleton
cg09336320,900,singleton
cg09178678,901,singleton
cg09129100,902,singleton
cg09073398,903,singleton
cg08587542,904,singleton
cg08570034,905,singleton
cg09560082,906,singleton
cg08350776,907,singleton
cg08292467,908,singleton
cg08234504,909,singleton
cg07862358,910,singleton
cg07851675,911,singleton
cg07804076,912,singleton
cg07666840,913,singleton
cg07484354,914,singleton
cg10591652,915,singleton
cg11368643,916,singleton
cg11248413,917,singleton
cg11064966,918,singleton
cg10874644,919,singleton
cg10832108,920,singleton
cg10806236,921,singleton
cg10730712,922,singleton
cg10608615,923,singleton
cg16561756,924,singleton
cg10590857,925,singleton
cg10495047,926,singleton
cg10476085,927,singleton
cg10475970,928,singleton
cg10472919,929,singleton
cg10331779,930,singleton
cg10047595,931,singleton
cg09734380,932,singleton
cg26513304,933,singleton
cg00176709,934,singleton
cg27656362,935,singleton
cg27587195,936,singleton
cg27061971,937,singleton
cg26921969,938,singleton
cg26896762,939,singleton
cg26627769,940,singleton
cg26578682,941,singleton
cg00229387,942,singleton
cg26509691,943,singleton
cg26403171,944,singleton
cg26316599,945,singleton
cg26088662,946,singleton
cg25332357,947,singleton
cg25302419,948,singleton
cg25103492,949,singleton
cg24937280,950,singleton
cg00792966,951,singleton
cg01269620,952,singleton
cg01230796,953,singleton
cg01205011,954,singleton
cg01176947,955,singleton
cg01146808,956,singleton
cg01141812,957,singleton
cg01093363,958,singleton
cg01019028,959,singleton
cg24712501,960,singleton
cg00766914,961,singleton
cg00741333,962,singleton
cg00609135,963,singleton
cg00604202,964,singleton
cg00590036,965,singleton
cg00486113,966,singleton
cg00474328,967,singleton
cg00434010,968,singleton
cg18295183,969,singleton
cg21269843,970,singleton
cg21231400,971,singleton
cg21214293,972,singleton
cg20536364,973,singleton
cg19513071,974,singleton
cg19500607,975,singleton
cg18603028,976,singleton
cg18358723,977,singleton
cg21919857,978,singleton
cg18263365,979,singleton
cg18089852,980,singleton
cg18054674,981,singleton
cg18034299,982,singleton
cg18032969,983,singleton
cg17928883,984,singleton
cg17593472,985,singleton
cg16600634,986,singleton
cg23303408,987,singleton
cg24304919,988,singleton
cg24082677,989,singleton
cg24076884,990,singleton
cg23954268,991,singleton
cg23713079,992,singleton
cg23652182,993,singleton
cg23625660,994,singleton
cg23454038,995,singleton
cg20437276,996,singleton
cg23288973,997,singleton
cg22788465,998,singleton
cg22519422,999,singleton
cg22464105,1000,singleton
cg22197830,1001,singleton
cg22108469,1002,singleton
cg21960680,1003,singleton
cg17632372,1004,singleton
cg19595505,1005,singleton
cg19389953,1006,singleton
cg19198568,1007,singleton
cg18505401,1008,singleton
cg18395623,1009,singleton
cg18325389,1010,singleton
cg18113734,1011,singleton
cg18064714,1012,singleton
cg19663246,1013,singleton
cg17372101,1014,singleton
cg17326451,1015,singleton
cg17199800,1016,singleton
cg17136255,1017,singleton
cg16924616,1018,singleton
cg16888547,1019,singleton
cg16810343,1020,singleton
cg16555537,1021,singleton
cg20942223,1022,singleton
cg21773142,1023,singleton
cg21700772,1024,singleton
cg21572621,1025,singleton
cg21406967,1026,singleton
cg21229153,1027,singleton
cg21186955,1028,singleton
cg21184711,1029,singleton
cg21051580,1030,singleton
cg16494530,1031,singleton
cg20842326,1032,singleton
cg20801476,1033,singleton
cg20692569,1034,singleton
cg20665157,1035,singleton
cg20347882,1036,singleton
cg20176648,1037,singleton
cg20170989,1038,singleton
cg19828791,1039,singleton
cg12534424,1040,singleton
cg13677571,1041,singleton
cg13665684,1042,singleton
cg13630131,1043,singleton
cg13486406,1044,singleton
cg13319711,1045,singleton
cg13210467,1046,singleton
cg13080716,1047,singleton
cg12627948,1048,singleton
cg13870866,1049,singleton
cg12526474,1050,singleton
cg12467749,1051,singleton
cg12353688,1052,singleton
cg11719362,1053,singleton
cg11573518,1054,singleton
cg11494773,1055,singleton
cg11279021,1056,singleton
cg10997627,1057,singleton
cg15285250,1058,singleton
cg16373229,1059,singleton
cg16110788,1060,singleton
cg16035633,1061,singleton
cg15893346,1062,singleton
cg15732768,1063,singleton
cg15730857,1064,singleton
cg15647515,1065,singleton
cg15572489,1066,singleton
cg22309923,1067,singleton
cg15199678,1068,singleton
cg14989226,1069,singleton
cg14428048,1070,singleton
cg14314029,1071,singleton
cg14304469,1072,singleton
cg14175438,1073,singleton
cg14141380,1074,singleton
cg13931228,1075,singleton
cg03485669,1076,singleton
cg04674956,1077,singleton
cg04559779,1078,singleton
cg04500377,1079,singleton
cg04436528,1080,singleton
cg03843972,1081,singleton
cg03759824,1082,singleton
cg03751030,1083,singleton
cg03613618,1084,singleton
cg04717143,1085,singleton
cg03348397,1086,singleton
cg03090969,1087,singleton
cg03080142,1088,singleton
cg03024720,1089,singleton
cg02761376,1090,singleton
cg02726121,1091,singleton
cg02707357,1092,singleton
cg02639634,1093,singleton
cg06066137,1094,singleton
cg07516483,1095,singleton
cg07358855,1096,singleton
cg07125243,1097,singleton
cg07104660,1098,singleton
cg06868946,1099,singleton
cg06704518,1100,singleton
cg06518628,1101,singleton
cg06455149,1102,singleton
cg02416510,1103,singleton
cg05996052,1104,singleton
cg05868512,1105,singleton
cg05742247,1106,singleton
cg05740045,1107,singleton
cg05511722,1108,singleton
cg05490029,1109,singleton
cg05419198,1110,singleton
cg04838988,1111,singleton
cg23920642,1112,singleton
cg26122963,1113,singleton
cg25793051,1114,singleton
cg25544461,1115,singleton
cg25377206,1116,singleton
cg25311470,1117,singleton
cg24853724,1118,singleton
cg24633312,1119,singleton
cg24440468,1120,singleton
cg26153045,1121,singleton
cg23677657,1122,singleton
cg23531488,1123,singleton
cg23514936,1124,singleton
cg23428445,1125,singleton
cg23141855,1126,singleton
cg22543892,1127,singleton
cg22374237,1128,singleton
cg22348673,1129,singleton
cg00582628,1130,singleton
cg02399048,1131,singleton
cg02303505,1132,singleton
cg02254885,1133,singleton
cg01482645,1134,singleton
cg01295203,1135,singleton
cg00614182,1136,singleton
cg00595237,1137,singleton
cg00585714,1138,singleton
cg10981065,1139,singleton
cg00394180,1140,singleton
cg00337440,1141,singleton
cg00303982,1142,singleton
cg27367526,1143,singleton
cg27275553,1144,singleton
cg26949393,1145,singleton
cg26669717,1146,singleton
cg26103587,1147,singleton
cg26755141,1148,singleton
cg26718511,1149,singleton
cg26543112,1150,singleton
cg26449787,1151,singleton
cg26325867,1152,singleton
cg26290219,1153,singleton
cg26248075,1154,singleton
cg26129669,1155,singleton
cg27042983,1156,singleton
cg25968437,1157,singleton
cg25861699,1158,singleton
cg25843346,1159,singleton
cg25459450,1160,singleton
cg25397973,1161,singleton
cg25140607,1162,singleton
cg24865270,1163,singleton
cg24717325,1164,singleton
cg00548268,1165,singleton
cg01309744,1166,singleton
cg01306563,1167,singleton
cg01050885,1168,singleton
cg00992850,1169,singleton
cg00903099,1170,singleton
cg00817377,1171,singleton
cg00733493,1172,singleton
cg00564163,1173,singleton
cg24698655,1174,singleton
cg00533407,1175,singleton
cg00503840,1176,singleton
cg00277397,1177,singleton
cg00029246,1178,singleton
cg27535757,1179,singleton
cg27289153,1180,singleton
cg27198696,1181,singleton
cg27057509,1182,singleton
cg20997792,1183,singleton
cg22133973,1184,singleton
cg22112841,1185,singleton
cg22008851,1186,singleton
cg21860429,1187,singleton
cg21727532,1188,singleton
cg21527370,1189,singleton
cg21317965,1190,singleton
cg21306006,1191,singleton
cg22159171,1192,singleton
cg20974826,1193,singleton
cg20916535,1194,singleton
cg20813374,1195,singleton
cg20724257,1196,singleton
cg20624391,1197,singleton
cg20553124,1198,singleton
cg20543183,1199,singleton
cg20498637,1200,singleton
cg23517605,1201,singleton
cg24644551,1202,singleton
cg24641186,1203,singleton
cg24587080,1204,singleton
cg24239961,1205,singleton
cg24159636,1206,singleton
cg23740491,1207,singleton
cg23688510,1208,singleton
cg23676151,1209,singleton
cg01401327,1210,singleton
cg23174607,1211,singleton
cg23100720,1212,singleton
cg23077029,1213,singleton
cg22736354,1214,singleton
cg22719623,1215,singleton
cg22581361,1216,singleton
cg22577701,1217,singleton
cg06388730,1218,singleton
cg07380959,1219,singleton
cg07309764,1220,singleton
cg07255674,1221,singleton
cg07115767,1222,singleton
cg06942110,1223,singleton
cg07336617,1224,singleton
cg06781608,1225,singleton
cg06555468,1226,singleton
cg07703358,1227,singleton
cg06277657,1228,singleton
cg06243400,1229,singleton
cg06239726,1230,singleton
cg06010020,1231,singleton
cg05724065,1232,singleton
cg05380019,1233,singleton
cg05158615,1234,singleton
cg05142373,1235,singleton
cg08738403,1236,singleton
cg10883303,1237,singleton
cg10778441,1238,singleton
